,Constract,O_Time,O_price,C_Time,C_price,Proportion,Cost,Volume,Stop loss,Lock in gain,Fee,Profit,Cash
1435,ETHUSDT,1530968400000.0,468.24,1531224000000.0,435.09,-0.5_0.2116,2.7412657132657445,0,444.828,515.0640000000001,0.0037019205743529845,-0.19777538374443565,10.212857608353191
1436,ETHUSDT,1530982800000.0,467.8,1531224000000.0,435.09,-1.0_0.3772,3.8534717979192337,0,444.40999999999997,514.58,0.005206247982334988,-0.27465272619939013,6.3586072661747
1437,ADAUSDT,1531011600000.0,0.14674,1531180800000.0,0.13934,-0.75_0.3021,395.0000124763001,0,0.139403,0.16141400000000003,0.5390563070632,-20.458642597949314,912.26239839545
1438,ICXUSDT,1531018800000.0,1.6913,1531191600000.0,1.5705,-0.75_0.3021,275.6727721487357,0,1.606735,1.8604300000000003,0.3721590573738085,-20.06190710654738,636.6731553149435
1439,EOSUSDT,1531022400000.0,8.8099,1531159200000.0,8.14,-1.0_0.3772,240.25446449389077,0,8.369405,9.690890000000001,0.32356807720944614,-18.59238676578224,396.44348363641114
1440,QTUMUSDT,1531069200000.0,9.086,1531206000000.0,8.155,1.0_0.3772,-149.61970574383318,0,9.5403,8.1774,0.19873600514094203,15.13209670975107,246.88722222370302
1441,TRXUSDT,1531098000000.0,0.03658,1531202400000.0,0.03471,-0.25_0.1091,34.95126949482572,0,0.034751,0.040238,0.04768106073264866,-1.834419003743149,285.4463132729925
1442,BNBUSDT,1531101600000.0,13.8148,1531285200000.0,12.3868,0.5_0.2116,-60.400487009444404,0,14.50554,12.43332,0.08019027277258164,6.163251213856727,225.02801181128783
1443,BNBUSDT,1531105200000.0,13.93,1531281600000.0,12.5287,0.75_0.3021,-67.99244555429337,0,14.6265,12.537,0.09040159392901417,6.749355330351756,157.03025188601308
1444,TRXUSDT,1531105200000.0,0.03621,1531216800000.0,0.03378,-1.0_0.3772,59.256808240253676,0,0.0343995,0.039831000000000005,0.08017588528347827,-4.056813389393295,97.77955859187922
1445,ETCUSDT,1531105200000.0,18.23,1531267200000.0,16.0791,1.0_0.3772,-36.90248266937387,0,19.1415,16.407,0.048615670746366996,4.3053914589056514,60.892723950404964
1446,BNBUSDT,1531108800000.0,13.9064,1531285200000.0,12.3868,0.75_0.3021,-18.403146595998862,0,14.60172,12.51576,0.024356722793429077,1.9866181928770446,42.50252688965747
1447,TRXUSDT,1531112400000.0,0.03637,1531213200000.0,0.03451,-0.25_0.1091,4.637532052171641,0,0.0345515,0.040007,0.006326527091024145,-0.24349478711409972,37.8746307676665
1448,ADAUSDT,1531126800000.0,0.14464,1531216800000.0,0.12989,0.75_0.3021,-11.442689604809816,0,0.151872,0.130176,0.015202939048989957,1.151691914870705,26.42717755256984
1449,TRXUSDT,1531130400000.0,0.03619,1531378800000.0,0.03239,0.75_0.3021,-7.985918644457533,0,0.0379995,0.032571,0.010593313358547343,0.8279391776317436,18.443678647784555
1450,ADAUSDT,1531137600000.0,0.1442,1531224000000.0,0.1289,0.75_0.3021,-5.5734183831297255,0,0.15141,0.12978,0.007388837672003533,0.5839655400109711,12.871949014837758
1451,ETCUSDT,1531141200000.0,18.51,1531224000000.0,16.6499,1.0_0.3772,-4.8573482197827555,0,19.4355,16.659000000000002,0.006458601532734618,0.48166421984046476,8.015102044169346
1452,ETCUSDT,1531162800000.0,18.4069,1531267200000.0,16.0791,0.75_0.3021,-792.954997526225,0,19.327245,16.56621,1.039941121605625,99.23988020852319,1831.3493797834622
1453,ETCUSDT,1531166400000.0,18.5003,1531224000000.0,16.6499,1.0_0.3772,-691.0765136994737,0,19.425315,16.65027,0.9191220883059987,68.20235058778614,1140.3441810226673
1454,ETCUSDT,1531170000000.0,18.42,1531267200000.0,16.0791,0.75_0.3021,-344.6375818290987,0,19.341,16.578000000000003,0.45183390225277853,43.34632653768953,795.9491064458778
1455,ETCUSDT,1531173600000.0,18.4874,1531245600000.0,16.6159,0.5_0.2116,-168.45957123787605,0,19.41177,16.63866,0.22390605530924704,16.82944312151849,627.6128598154155
1456,ETCUSDT,1531180800000.0,18.1766,1531206000000.0,17.15,-0.5_0.2116,231.06647853413716,0,17.26777,19.99426,0.31435775350774264,-13.364809810721162,860.8611094914218
1457,LTCUSDT,1531454400000.0,77.66,1531850400000.0,87.6,-0.75_0.3021,1000.0,0,73.77699999999999,85.426,1.4895956734483646,126.50422353850122,8741.371837156925
1458,LTCUSDT,1531512000000.0,75.75,1531785600000.0,83.65,-1.0_0.3772,1000.0,0,71.96249999999999,83.325,1.4730033003300331,102.81742574257437,7741.371837156926
1459,BTCUSDT,1531526400000.0,6214.57,1531850400000.0,7185.99,-1.0_0.3772,1000.0,0,5903.8414999999995,6836.027,1.5094193162197866,154.80388956918992,6741.371837156926
1460,LTCUSDT,1531526400000.0,76.52,1531735200000.0,81.9,0.75_0.3021,-1000.0,0,80.346,68.868,1.4492158912702562,-71.75763199163626,5741.371837156926
1461,LTCUSDT,1531530000000.0,76.54,1531789200000.0,84.2,-0.75_0.3021,1000.0,0,72.71300000000001,84.19400000000002,1.470054873268879,98.60833551084406,4741.371837156926
1462,ETHUSDT,1531533600000.0,434.06,1531771200000.0,478.22,-0.75_0.3021,1000.0,0,412.35699999999997,477.46600000000007,1.4712159609270608,100.26587107773122,3741.3718371569257
1463,LTCUSDT,1531533600000.0,76.64,1531850400000.0,87.6,-0.75_0.3021,1000.0,0,72.80799999999999,84.304,1.5001043841336117,141.50615866388316,2741.3718371569257
1464,ETHUSDT,1531537200000.0,433.67,1531764000000.0,477.37,-0.75_0.3021,828.3641892986082,0,411.9865,477.03700000000003,1.2181406085572504,82.254350161727,1913.1277929258083
1465,ONTUSDT,1531540800000.0,3.307,1531738800000.0,3.661,-1.0_0.3772,721.936349225216,0,3.14165,3.6377,1.064806996365562,76.21534650400527,1191.2659431886439
1466,ETHUSDT,1531551600000.0,431.48,1531724400000.0,454.5,0.5_0.2116,-252.15739086401868,0,453.05400000000003,388.33200000000005,0.362437386693224,-13.815350934690123,939.4373975954779
1467,NEOUSDT,1531555200000.0,32.266,1531753200000.0,36.2,-1.0_0.3772,354.46450507484826,0,30.652699999999996,35.4926,0.526502719987547,42.69122996966888,584.9012775406821
1468,ETHUSDT,1531584000000.0,436.4,1531850400000.0,496.59,-0.75_0.3021,176.77028151237113,0,414.58,480.04,0.2645449896053139,24.116305707529463,408.25538198480467
1469,BTCUSDT,1531587600000.0,6269.04,1531850400000.0,7185.99,-1.0_0.3772,154.058919174923,0,5955.588,6895.944,0.2314560388012064,22.3021896130762,254.2123607635179
1470,ETHUSDT,1531587600000.0,436.69,1531850400000.0,496.59,-0.25_0.1091,27.740955891125616,0,414.8555,480.35900000000004,0.04150096297109804,3.763677213489147,226.55982744669095
1471,ETHUSDT,1531591200000.0,436.34,1531850400000.0,496.59,-0.25_0.1091,24.71500424559973,0,414.52299999999997,479.974,0.0369898662455726,3.375667707658686,201.84694136724306
1472,ETHUSDT,1531594800000.0,433.24,1531764000000.0,477.37,-0.75_0.3021,60.98203074014839,0,411.578,476.564,0.08972300089696372,6.121931085897305,140.83952370854848
1473,NEOUSDT,1531598400000.0,32.439,1531753200000.0,36.2,-0.5_0.2116,29.808144245843238,0,30.81705,35.682900000000004,0.0441505856846174,3.4118261863680477,111.05320118325126
1474,ETCUSDT,1531598400000.0,16.2917,1531738800000.0,17.1432,0.25_0.1091,-12.115831796952916,0,17.106285,14.662529999999999,0.017405435723930517,-0.6506500188616903,98.94975400501257
1475,ONTUSDT,1531598400000.0,3.385,1531764000000.0,3.726,-0.75_0.3021,29.89471576626554,0,3.2157499999999994,3.7235,0.04396068734704284,2.9675897044687813,69.0425930199685
1476,NEOUSDT,1531602000000.0,32.686,1531753200000.0,36.2,-0.5_0.2116,14.612599628674795,0,31.051699999999997,35.954600000000006,0.02155731740239321,1.5494111429525987,54.440690872590025
1477,NEOUSDT,1531605600000.0,32.715,1531753200000.0,36.2,-0.75_0.3021,16.44931082267606,0,31.079250000000002,35.98650000000001,0.024255631323286092,1.728024613733296,37.99009435207816
1478,EOSUSDT,1531609200000.0,6.9326,1531735200000.0,7.6702,-0.75_0.3021,11.480068281505146,0,6.58597,7.62586,0.01692709788114334,1.204504740741913,26.513504540351835
1479,EOSUSDT,1531616400000.0,6.9002,1531735200000.0,7.6702,-1.0_0.3772,10.005114527009585,0,6.55519,7.59022,0.014788696630972773,1.1016917221681037,16.509422480970397
1480,EOSUSDT,1531620000000.0,6.8651,1531735200000.0,7.6702,-0.5_0.2116,3.4945789571808805,0,6.521845,7.55161,0.005179287623110789,0.40464511674482656,13.019400898688396
1481,EOSUSDT,1531627200000.0,6.9169,1531735200000.0,7.6702,-0.5_0.2116,2.7551888468285797,0,6.571054999999999,7.60859,0.004067306258483023,0.29599251220296235,10.264729624937063
1482,TRXUSDT,1531630800000.0,0.03343,1531735200000.0,0.03564,0.5_0.2116,-2.1722403971127906,0,0.0351015,0.030087000000000003,0.0031416587185164914,-0.14674474808792318,8.092897291739073
1483,NEOUSDT,1531630800000.0,32.449,1531753200000.0,36.2,-0.25_0.1091,0.8829298146473813,0,30.826549999999997,35.6939,0.0013075464326176357,0.10075629944067069,7.210869994499417
1484,ONTUSDT,1531731600000.0,3.476,1531854000000.0,3.875,-0.75_0.3021,74.18031372258801,0,3.3022,3.8236000000000003,0.10981289997765278,8.405131051493173,171.3212880325044
1485,ONTUSDT,1531994400000.0,3.774,1532070000000.0,3.355,1.0_0.3772,-1000.0,0,3.9627000000000003,3.3966000000000003,1.322284048754637,109.70050344462122,10081.603338931493
1486,ETCUSDT,1532001600000.0,17.6175,1532109600000.0,15.8508,1.0_0.3772,-1000.0,0,18.498375,15.85575,1.329803320561941,98.95116730523638,9081.603338931493
1487,LTCUSDT,1532030400000.0,86.51,1533042000000.0,77.1,1.0_0.3772,-1000.0,0,90.83550000000001,77.85900000000001,1.3238585134666512,107.44969367703168,8081.603338931493
1488,ETHUSDT,1532034000000.0,467.22,1532124000000.0,442.61,-0.5_0.2116,1000.0,0,443.859,513.9420000000001,1.3631287188048455,-54.03638756902542,7081.603338931493
1489,LTCUSDT,1532034000000.0,86.19,1533042000000.0,77.1,1.0_0.3772,-1000.0,0,90.4995,77.571,1.3261747302471283,104.13849634528374,6081.603338931493
1490,BNBUSDT,1532034000000.0,12.7842,1532109600000.0,12.0589,-1.0_0.3772,1000.0,0,12.14499,14.06262,1.3602861344472084,-58.09437978129249,5081.603338931493
1491,ETHUSDT,1532037600000.0,467.5,1532124000000.0,442.61,-0.5_0.2116,1000.0,0,444.125,514.25,1.3627315508021391,-54.60337326203198,4081.6033389314935
1492,LTCUSDT,1532037600000.0,86.33,1533042000000.0,77.1,1.0_0.3772,-1000.0,0,90.6465,77.697,1.325159272558786,105.59016564346113,3081.6033389314935
1493,BNBUSDT,1532037600000.0,12.8284,1532109600000.0,12.0589,-0.75_0.3021,931.1461763794262,0,12.18698,14.111240000000002,1.2645068726252209,-57.11847016687611,2150.5053602286016
1494,EOSUSDT,1532041200000.0,8.4199,1532484000000.0,8.9777,1.0_0.3772,-811.5129551164815,0,8.840895,7.57791,1.1737508107642787,-54.934713098199225,1339.0761483670044
1495,BNBUSDT,1532041200000.0,12.8353,1532109600000.0,12.0589,-1.0_0.3772,505.37387435280687,0,12.193534999999999,14.11883,0.6861245792493788,-31.255902928607767,833.9165713707321
1496,EOSUSDT,1532044800000.0,8.422,1532484000000.0,8.9777,0.75_0.3021,-252.02828706214032,0,8.843100000000002,7.5798000000000005,0.3644801247300624,-16.99379847196722,582.0656262196953
1497,BNBUSDT,1532044800000.0,12.955,1532095200000.0,12.2655,-1.0_0.3772,219.64781169160088,0,12.30725,14.2505,0.2993237625887776,-11.989572018965383,362.4404808608538
1498,BNBUSDT,1532048400000.0,12.8407,1532106000000.0,12.1957,-1.0_0.3772,136.78680652949893,0,12.198665,14.124770000000002,0.18669188144700857,-7.057617159004043,225.71167703496835
1499,EOSUSDT,1532052000000.0,8.2506,1532480400000.0,8.7384,0.5_0.2116,-47.776794001460736,0,8.66313,7.425540000000001,0.06886480586909698,-2.8935709016575895,177.99719004227725
1500,ETHUSDT,1532052000000.0,464.53,1533034800000.0,433.14,-0.75_0.3021,53.78203431364834,0,441.30349999999993,510.983,0.07275087318285771,-3.707000667825663,124.21095206041038
1501,ETHUSDT,1532055600000.0,467.44,1532124000000.0,442.61,-0.75_0.3021,37.53478993100395,0,444.068,514.1840000000001,0.05115303547770217,-2.044967929339647,86.68753520047429
1502,NEOUSDT,1532055600000.0,35.462,1532070000000.0,33.364,-1.0_0.3772,32.71233783617391,0,33.688900000000004,39.00820000000001,0.04444254567533567,-1.9797672532579056,53.97857308076676
1503,ETHUSDT,1532059200000.0,466.59,1532124000000.0,442.61,-0.75_0.3021,16.31353516484595,0,443.2605,513.249,0.022252054952559108,-0.8606724524171547,37.676517077790734
1504,XRPUSDT,1532059200000.0,0.46916,1532116800000.0,0.4371,-0.75_0.3021,11.385309671879556,0,0.445702,0.5160760000000001,0.015394823770709984,-0.7934087808012729,26.29465716375626
1505,ETCUSDT,1532062800000.0,17.4181,1533157200000.0,15.0735,0.75_0.3021,-7.945872860465204,0,18.289005,15.67629,0.01037552234992128,1.0591954129786574,18.351191909059043
1506,LTCUSDT,1532062800000.0,85.26,1533045600000.0,76.71,0.5_0.2116,-3.883959282909598,0,89.52300000000001,76.73400000000001,0.005164900534095792,0.3843243308625396,14.470075965653736
1507,BNBUSDT,1532066400000.0,12.6875,1532116800000.0,11.895,-0.5_0.2116,3.0621832927310684,0,12.053125,13.95625,0.004153165285162012,-0.1954264862301373,11.408467916115793
1508,EOSUSDT,1532077200000.0,8.3295,1532484000000.0,8.9777,1.0_0.3772,-434.5270951382582,0,8.745975,7.49655,0.6320083004602681,-34.44681868146985,717.0124213671031
1509,LTCUSDT,1532088000000.0,84.81,1532480400000.0,89.22,1.0_0.3772,-270.6039875232453,0,89.0505,76.32900000000001,0.3886952996588759,-14.459719765848147,446.5231800191883
1510,EOSUSDT,1532091600000.0,8.3149,1532480400000.0,8.7384,1.0_0.3772,-168.5200275950143,0,8.730645,7.48341,0.24193626028097034,-8.825110043067133,278.0746111961238
1511,EOSUSDT,1532098800000.0,8.3019,1532480400000.0,8.7384,1.0_0.3772,-183.28471643039694,0,8.716995,7.47171,0.26334436543107304,-9.900147834741524,302.43779915617756
1512,ETHUSDT,1532102400000.0,457.92,1533034800000.0,433.14,-0.75_0.3021,91.40348457026747,0,435.024,503.71200000000005,0.12450251631906832,-5.070734058184967,211.0986314482122
1513,EOSUSDT,1532106000000.0,8.2112,1532480400000.0,8.7384,0.75_0.3021,-102.9814603752541,0,8.62176,7.39008,0.14880239094693648,-6.760725850348006,237.83825586038947
1514,ETHUSDT,1532106000000.0,458.0,1533034800000.0,433.14,-0.75_0.3021,71.8713513035011,0,435.09999999999997,503.80000000000007,0.09788909432406415,-3.9990283812346274,165.9886816332386
1515,XLMUSDT,1532185200000.0,0.29397,1532552400000.0,0.33461,-1.0_0.3772,1000.0,0,0.2792715,0.323367,1.4967717794332756,136.74862741096024,4510.10303832046
1516,ETCUSDT,1532224800000.0,16.4012,1533157200000.0,15.0735,-1.0_0.3772,1000.0,0,15.581139999999998,18.041320000000002,1.3433340243396823,-82.2947278247933,3510.1030383204597
1517,BNBUSDT,1532224800000.0,12.3261,1532682000000.0,13.6838,-1.0_0.3772,1000.0,0,11.709795,13.558710000000001,1.4771038690258882,108.67128045367156,2510.1030383204597
1518,ADAUSDT,1532235600000.0,0.16574,1532696400000.0,0.15709,-1.0_0.3772,947.1875085712427,0,0.15745299999999998,0.182314,1.2914587931364667,-50.7253428835264,1562.952498493217
1519,ETHUSDT,1532271600000.0,467.02,1533034800000.0,433.14,-1.0_0.3772,589.8659016189371,0,443.669,513.722,0.795857956834636,-43.58772285951453,973.3367219991466
1520,EOSUSDT,1532275200000.0,8.1854,1532296800000.0,7.7597,-1.0_0.3772,367.3420296869879,0,7.776129999999999,9.00394,0.5009057319487616,-19.60534803626507,606.150459022511
1521,XLMUSDT,1532275200000.0,0.30074,1532541600000.0,0.31701,1.0_0.3772,-228.76414182308415,0,0.31577700000000003,0.270666,0.3289330784991925,-12.705047288320246,377.4833217209315
1522,EOSUSDT,1532278800000.0,8.1063,1532484000000.0,8.9777,-0.5_0.2116,79.90256923240179,0,7.700984999999998,8.91693,0.11787607724071976,8.471381516126787,297.6849555893432
1523,XRPUSDT,1532278800000.0,0.46024,1533034800000.0,0.43506,-1.0_0.3772,112.3212155714511,0,0.43722799999999995,0.506264,0.15294809015032185,-6.2981075897356265,185.34104696545475
1524,ETHUSDT,1532282400000.0,464.43,1533034800000.0,433.14,-0.5_0.2116,39.2314705964979,0,441.20849999999996,510.87300000000005,0.05307386203369514,-2.6962121497507243,146.16073919043933
1525,XLMUSDT,1532282400000.0,0.29342,1532552400000.0,0.33461,-0.5_0.2116,30.930796401106925,0,0.278749,0.32276200000000005,0.046342538493119166,4.295691078034702,115.23575326126915
1526,XLMUSDT,1532286000000.0,0.29403,1532552400000.0,0.33461,-0.25_0.1091,12.57214549992885,0,0.2793285,0.323433,0.018815588487408393,1.7163055365240287,102.67645881697113
1527,EOSUSDT,1532289600000.0,8.1002,1532484000000.0,8.9777,-1.0_0.3772,38.73748496267843,0,7.695189999999998,8.91022,0.05716999902605963,4.13928725570227,63.920658116668776
1528,ETHUSDT,1532289600000.0,464.08,1533034800000.0,433.14,-0.5_0.2116,13.530199923173468,0,440.876,510.488,0.018310843351466967,-0.9203630447455944,50.40810329302296
1529,XLMUSDT,1532289600000.0,0.2928,1532548800000.0,0.32258,-0.75_0.3021,15.230860331825305,0,0.27816,0.32208000000000003,0.02240757097574815,1.5266874450138592,35.1760524989116
1530,EOSUSDT,1532293200000.0,8.1191,1532484000000.0,8.9777,-0.75_0.3021,10.629704701936983,0,7.713144999999999,8.93101,0.015668455215929522,1.1084295922379885,24.54956860591554
1531,XLMUSDT,1532293200000.0,0.29159,1532548800000.0,0.32258,-1.0_0.3772,9.264005258793473,0,0.2770105,0.32074900000000006,0.013658808178796361,0.9709137868004872,15.286519336732265
